tweet_text,actual_sentiment,predicted_sentiment
usairways im supposed fly dallas help get new itinerary,1,0
southwestair sw rock thanks reply follow rebooked earlier flight,2,2
know rt jetblue fleet fleek,1,1
southwestair flying tomorrow please dont cancelled flight lol,1,0
americanair big company happy something customer costing delay oh mention,0,0
usairways supposed discus matter computer badcustomerservice airline dividendrewards,0,0
united im glad didnt mean doesnt excuse inefficiency took min bag arrival flight,0,0
united im saying made flight poornoncommunication unaccounted lost time amp lot frustrated flyer standing around,0,0
united chance wait ord afternoon another flight screwed hold,0,0
usairways flight delayed missed connecting flight stuck philadelphia night hotel voucher thanks nothing,0,0
united thats real dedication amp concern apology dont fix issue miserable issue ive past mo,0,0
southwestair new day new chance right thing never late flight honest,1,0
united seriously ua delayed copilot isnt hour flying raleigh disappointing,0,0
southwestair say cant flight progress,0,0
americanair hope like photo,2,1
united saturday morning man dy ebola,1,1
united id hardly call going mile mile ticket cutting edge perk,0,0
americanair thank youyou,2,2
united onlyinamerica day word unitedairlines customerservices bad pr guy,0,0
southwestair father kind enough offer pay hotel cant use coupon pay fl help,1,0
usairways rock hit plane delay never easy day u airway ya never fail let,0,0
usairways found flight want cheapoair americanair aa advantage applicable earn mile since youre merging,1,0
jetblue tv wifi spotty nice feature x country flight still wont keep u away lovejetblue,0,0
united really hoping get help th attempt get resolution lost count transfer help please mileageplus,0,0
united set figured baggage office,1,0
united baftz rcvd promo booked flight silver status would extended dont flier sent didnt think id need,1,1
southwestair min,1,0
southwestair good know three set traveler min standing waiting min pas,0,0
usairways stranding student trying get birmingham clt overnight wo help better avduffy,0,0
united worst airline sitting plane houstonbush airport hour half waiting late flight passenger,0,0
americanair like call back system thought youd like know working well received three call there audio,0,0
jetblue glowing crew aircraft sparkled guy know nokidhungry right might good partnership,2,2
united good word describing angry pissed customer made,0,0
virginamerica wtf happening pdx late flight march one way sfo,0,0
united eat airport areyounew incompetent nonumber feeltheheat,1,0
united hi question future flight booking problem dubjac jaclax laxdub im g checked bag allowance jaclax,1,1
southwestair hold rebook flight cmh hr rebook website crashed,0,0
jetblue cant beat jetblue space matter,2,1
lololololol jetblue fleet fleek,1,1
usairways americanair also onhold message trying sell valentine day gift week late flight sound right usair,0,0
americanair thanks info number call speak person going take hour type,1,0
jetblue airway continue various commercial relationship lufthansa capaaviation,1,1
jetblue sent email hour ago asking question still response need answer hopefully flight booking problem flight,0,0
southwestair ceo using vega band help connect people aviation business marketing consumermarketing,1,1
usairways thank glad heading home great people call center,2,2
americanair dmd anything,0,0
virginamerica something wrong website safari iphone,0,0
usairways well thats problem considering need book flight tonight weekend anything,0,0
united flight overbooked offered voucher wait amp take another flight gate agent switched retracted voucher offer,0,0
united think missing meeting worth flight voucher fly time would make right,0,0
united cant dm youre following lly rebooked ua still need seat,0,0
usairways aggravating zone boarded overhead empty forcing bag check better loose bag flt,0,0
jetblue aircanada take fraud seriously,1,0
southwestair hey follow u dm question,1,1
southwestair way fuck lose cistudios bag husband warm clothes equipment youdidit notcool,0,0
americanair finally got someone phone worry,0,2
jetblue sell open ticket sick relative may travel moment notice sad true,1,1
virginamerica fidifamilies u terrible airline gave u hotel hotline number said sorry,0,0
southwestair got home hour half late flight least baggage delivered soaking wet,0,0
americanair rude gate agent aa ordlga seems temper made check bag fit inside sizer,0,0
americanair departure sure catering strike jfk foxnews cnbc bloombergradio,1,0
usairways already pleasant flight london charlotte u made fantastic amazing attendant thank much robert,2,2
southwestair spoke soon bag lost,0,0
usairways nd person called ask could catch name rejected request,0,0
united people stranded cause suck better yet weasel flight booking problem room people claiming weather,0,0
united flight,1,1
americanair help flight dallas cancelled flightled morning cle hold hour need booked next flight,0,0
usairways way assist actually answer phone,0,0
united weve ton problem getting bag given run around day whats,0,0
usairways trying fly frm dca srq visit family member hospice cancelled flightled someone assist,0,0
southwestair call customer service sitting tarmack hr lost bag give voucher,0,0
usairways important wait hold get hung computer disappointed,0,0
americanair continues win ive never missed flight nice little quiet gate change made possible sheesh,2,0
usairways thanks suggestion stop promo message bit run music amp msg say call volume high vrm,1,0
southwestair get shit together owe bag,0,0
jetblue yet notify im new,1,1
united youll cancelled flight flight like,0,0
southwestair thanks response able get situation resolved fan mother nature today,2,2
usairways thanks information,2,2
united thank offer sorted,2,2
usairways cant even accommodate u letting u fly another airport horrible service fault,1,0
virginamerica getaway deal may oneway lot cool city cheapflights farecompare,1,0
jetblue keep tweeting ceo answer personally apologizes wife passenger flight wrong,0,0
usairways dirty damn plane take hour get plane cleaned refund mile wasteoftime theworst,0,0
southwestair wow minute hold far phone dying,0,0
jetblue would fly somewhere hotter puerto rico come lol,1,1
usairways really good deferring responsibility,0,0
americanair exceptional customer service aa misplaced item waiting checkin followed smooth flight thank,2,2
jetblue u want helpful save trip westchester cty jfk plus parking info photo,0,1
southwestair yet supposed get early evening tonight dont want go store buy new necessity,0,0
americanair trip cut hr short due flight changemassive layover peanut cracker asked ho received oz,0,0
united dfpietra thats response shaking head back forth tsk betterfrom customer service apology,0,0
americanair overzealous stewardess prevented u bringing car seat worstflight,0,0
united dont deice plane sits one hour could delay,0,0
united please send linkemail formally compliment irene slc best customer service ever paxex,2,0
jetblue trying fly bos jfk flight delayed traveling kid book hotel getting tonight,0,0
virginamerica website btw new website isnt great user experience time another redesign,0,0
southwestair another great trip lax la bna thanks much,2,2
jetblue whats going flight delayed beyond shouldnt thre flight switch point,0,0
jetblue philpete wonder thats pilot tweeting back legal tweet fly plane front stop suddenly,0,0
virginamerica problem link email checkin thanks,0,1
americanair thanx replying dm sent,2,1
virginamerica new marketing song let u know think,1,1
americanair two hour late flightr still waiting callback need reschedule flight hopefully late flightr one tomo cancelled flighted,0,0
united thought nothing happened,0,0
americanair thanks delivery status,2,1
southwestair awesome thank,2,2
southwestair really guidance call via phone back logged could done online minute,0,0
virginamerica please come minneapolis st paul,1,1
usairways spent room amp transportation whole flight,0,0
jetblue whole plane hoping better luck return flight sunday,0,0
united plane coming delayed almost hour plane,0,0
united,1,1
usairways transferred x pleeeeeeeease help,0,0
americanair yet waiting connected agent,0,0
usairways americanair supposed get fresno pittsburgh pm instead im getting pm tomorrow,0,0
southwestair thankyou,2,1
southwestair took carryon bag essential attire life changing interview tomorrow amp expect compensation,0,0
virginamerica cannot even open laptop seat c paid premium let,0,0
united ok thanks sent dm disregard,2,2
americanair finally final destination wo extra significant travel expense amp missed work resolve experience,0,0
southwestair thx quick response action bf make good use voucher satisfied happycustomer,2,2
united since ua ordewr delayed pushing meal time mean catered meal first,1,0
southwestair thank much stepping game making day night elevator music much appreciated,2,2
southwestair status flight stlaus,1,1
americanair versus jetblue customer service win americanair convenience trip cali lt,2,2
usairways comcast airline hrsminonhold,0,0
usairways packed carry reason thanks making check hoped better customer service cle also nothappy,0,0
jetblue kid day doesnt work month advance,1,0
southwestair far good,2,2
usairways nanceebing hour hold time momentand counting disgrace,0,0
united sorry hate united wont get see family thursday,0,0
virginamerica debbie baldwin gave rockstar performance safety demo evening vx lassfo bestcrew sherocks,1,2
united cmh gate staff disaster overbooked volunteer boarding min late flight trying figure issue bringbackrealstaff,0,0
united twitter isnt letting dm,1,0
united would think would clean ramp jet stuck snow newark would never happen delta,0,0
americanair wait minute,0,0
united airline trouble winter amp getting good customer service contact negotiate resolution,1,0
united cancelled flightled direct flight newarkbrussels last night hour behind schedule eu compensation would given u,0,0
usairways reserved flight companion certificate mail certificate verification thx,1,0
southwestair ifthesneverstopped wed still rocking charttopping hit,1,1
jetblue shocker flight delayed hour thanks reminding switched delta,0,0
americanair delayed way puerto rico delayed way back new york disgraceful,0,0
southwestair flight leaving dc today flight cancelled flightled hold hour,0,0
southwestair thank cant wait either,2,2
usairways really hr delay virgin island even food voucher,0,0
americanair mention three hour wait get agent phone,0,0
usairways im flight dia ontario tomorrow morning access airport via taxi shuttle,1,1
united done thanks,2,2
usairways americanair,0,1
united thanks timely update,2,2
usairways unacceptable knew pilot wouldnt able complete trip wasted time,0,0
usairways app website trash af,0,0
united time spent night trying sleep toddler bed airport ramada without luggage kidnapped furious,0,0
usairways got home need bag direct desk number savannah,0,0
jetblue disappointed werent allowed bring aircraft approved carseat empty plane cool,0,0
americanair spoke soon min late flightr still waiting bag load sympathy would appreciated least,0,0
sorry united accidentally populate flightd instead usairways cant wait til u u sky newamericanstinks,1,0
usairways missing flight reflight booking problem x walked onto another flight phone still seat,2,0
jetblue bring compact folding chair like checked bag,1,0
jetblue last flight cancelled flightled hour change light bulb sitting waiting maintenance unreal,0,0
united broke suitcase amp refuse give repair estimate,0,0
united battierccipuppy hope see board soon thanks tweet ey,2,2
virginamerica trying book ticket nyc facing super fun broken styling dont worry ill keep trying,0,0
southwestair agent werenot helpful told would pay chng even though tld going bwi whch part trvl advsry,0,0
southwestair due apparent water issue checked fine check husband already deal first,0,0
jetblue flight listed time im plane yet,0,0
americanair call chairman call emerald today call former customer,0,0
jetblue jetblue fleet fleek,0,1
united perfectomobile definately award employer year united,1,1
southwestair im stuck fort lauderdale,0,0
southwestair flight msp hrl march im looking,1,1
jetblue hate internet lol,1,0
americanair thank,2,2
united super frustrating folk united ticket counter pittsburg arent honoring medium rate unitedfail,0,0
americanair usairways ive tried understanding let handle situation guess wrong,0,0
southwestair hold hour disconnected flight cancelled flightled swell company,0,0
usairways please call late flightr acceptable neither hold hr onholdwith,0,0
jetblue im flying airline lga,1,0
united rayja flying la vega chicago flight late flight announcement made,0,1
united unitedflyerhd unitedairline n dreamliner leaf london heathrow bfans,1,1
united americanair year van gogh fan visit europe,1,1
jetblue thanks flight leaf shes arriving airport early wedding vt sept grateful fly btv,2,2
united ua way plane loses software believe decided upgrade,0,0
americanair louprice aacustomerservice apology good enough plane mechanical hour delayed unacceptable,0,0
jetblue airway corporation price target update stafford daily,1,1
united four scheduled flight reservation literally take one unreal,0,0
united compensate u new clothes bet wont,0,0
usairways need help locating bag arrived denver last night midnight charlotte flight haydensteamboat,0,0
southwestair would someone please dm customer relation number website customer service,0,0
southwestair attendant atl airport awesome helpful cancelled flightlations morning,2,2
united loses luggage hotelstonight loses reservation hour travel day want get startingbloc,0,0
united changing rno den nonstop may late flight morning early afternoon,1,0
united let u board fly time know shouldhaveflowndelta,0,0
united tried already cancun one delivered,0,0
southwestair loyal alist customer easier get help bring resolution issue reward program,0,0
usairways hey guy want say best flight ever thank much fell asleep actually wet dream,2,2
united please stop spending mktg branding ad use saving improve cxp hr wait luggage due short staff unacceptable,0,0
jetblue going get wifi plane,1,0
jetblue since high likelihood snow time flight tomorrow chance rebook sunday,1,0
southwestair wife group prev flight got bumped reason alone two kid least put group,0,0
united reference number agent told drive airport cant reach anyone deliver,0,0
americanair flight dallas jacksonville fl cancelled flightled one notified whats going,0,0
virginamerica add austindallas love field route,1,2
united refund flight voucher another flight different airline expense today hour drive inconvenient,0,0
united delta lost luggage atl hdn luggage denver said united deliver luggage hdn airport claim hdndl,0,0
jetblue airway hit new week high jblu sleekmoney,1,1
usairways left personal stuff u phlbos hour ago went baggage told plane left call,1,0
usairways merging aa dividendmiles yield error exact step navigate phone menu get computer,0,0
southwestair cancelled flightled flight asshole phone support worstairline,0,0
usairways even still business trying call hour pathetic,0,0
usairways thank busy time,2,2
united thanks formed submitted im betting someone would honest enough turn though,0,0
united good fly united businessfirst,2,1
usairways thanks showing interest greenville sc,0,1
united partner booked individual reservation flight pr silver share premier privilege somehow,1,0
americanair checking flight website easy asking bear shit toilet justsaying,1,0
southwestair fl cancelled flightled dallas austin one answering need help,0,0
southwestair please hate fly different airline youre fav,2,0
welp jetblue fleet fleek,1,1
united zccu cancelled flight flight h advance need connect flight reschedule link isnt helping help gf waited month see,0,0
southwestair answered option refund resched monday id miss work im paying hundred usairways flight tmw,0,0
americanair got u lga safely thanks taking time make plane safe flying,2,2
jetblue little vino wouldnt hurt,1,0
united final destination booked united quantas united yet contacted auckland unaware case id number,0,1
usairways help update ktn profile ticket book via aa amp info didnt get pas ive hold forever,0,0
southwestair frustrated experience southwest hour trapped denver bc mechanical problem worstcustomerservice,0,0
americanair might look wife travel much could use membership,1,0
americanair hey guy dmed question mile upgrade post earning hope use tomorrow,1,1
southwestair one want commit saying plane getting cancelled flighted customer relation closed patience gone,0,0
united point flight past week last one really suck shit,0,0
virginamerica congrats winning travelzoo award best deal airline u,2,2
united sitting ua getting delayed operation cant find captain ridiculous united,0,0
jetblue yes best case scenario get gear late flight friday early saturday camp start tomorrow toolittletoolate flight,0,0
united good k team nothing short amazing everything,0,2
united thanks delaying flight hour missing connecting flight terrible customer service neveragain vacation,0,0
usairways please dm flight delayed going clt force miss connection lga pm,0,0
united im sure expected anyone,0,0
united flight delayed keep changing delayed delayed checkin time late flightr,0,0
jetblue doesnt best fare finder work,0,2
americanaireveryone weeksampthose dickhead aa hadnt contacted methey lost checked bag amp carryon havent offer pay,0,0
usairways flt get gate den minute waiting information,0,0
southwestair need learn treat people respect little dignity fail,0,0
americanair keeping aa air crew chief cousin alex espinosa dfw,2,0
virginamerica hi im trying checkin website working tried different browser problem continues,0,0
jetblue going giving travel agent rate hold iata card,1,0
southwestair update emergency landing jacksonville right parentsonboard,1,1
jetblue thanks still booked trip lb slc see grand kid frustrating tried app web etc still love u guy,2,2
united dont really care comfort care profitability thats fine unfriendlyskies,0,0
americanair expect higher level customer service amp flight crew give u accurate information,0,0
usairways hr flight delay delay land even real life get plane wanna go home heel click,0,0
united delayed hour one hour flight frustrating im also unable get decent meal hournever,0,0
usairways eyyyy cancelled flightlations flight booking problemss reflight booking problemss yall got flight tonight tomorrow amp fc upgrade thx,2,0
united one make difficult,0,0
jetblue flight jfk amp hr delay could get weather relate flightd considering come,0,0
americanair finally called back hasnt spoken like worst prank call ever,0,0
united airline joke person working special service ewr line ppl deep grow,0,0
jetblue free wifi impressive flyfi,2,2
usairways yall need work online checkout system two bank transaction one ticket bush league yell devs,0,0
southwestair flight nsw departs mco enroute indianapolis international airport,1,1
usairways intend tovery much follower well,1,2
united gave smile today zero award computer sense humour,2,0
united somehow think im going stuck paying hotel room denver without winter clothes dime guess well see,0,0
united met customer service arrival flight ua pvdiad thanks guy really handled storm,2,2
usairways told gate open ord needed wait min still waiting min,0,0
usairways plane moving ice moving end runway sit lga one runway open,0,0
americanair fine would call left message told would hour call havent heard anything yet,0,0
usairways refund system,1,0
jetblue point offering flight next day expect pay hotel cancelled flightled,0,0
americanair youve misunderstood usairways would day flight change gate agent said,0,0
southwestair link site display delay cancelled flightations flight dallaslovefield,1,0
united classic,0,1
jetblue worked ty,2,2
southwestair inflight entertainment tonight willie nelson impersonator sang passenger peanutsandtoons,1,1
united hey guess im sleeping cause care little customer let sleep airport,0,0
usairways thanks hectic everyone action dont represent company well imo,2,0
united give cyndi amp troy gold star,2,0
southwestair sorry sat plane hour waiting engine fixed got luggage lost k,0,0
usairways voice concern cant get home month old waiting taxi gate hour,0,0
usairways come home day late flight find guy lost luggage,0,0
united told case week still resolved,0,0
united flight ord delayed air force one last flight sbn min landed,0,0
united phone rep none could see rebooked missed flighttold go standby nonexistent late flightr flight hurt,0,0
united staff refuse let earlier flight citing checked bag,0,0
united itproblems link thparty,0,1
southwestair please bring back rdu fll direct route noticed missing starting late flight august flight always packed,1,0
united fampking joke customer service woeful staff tell passenger something,0,0
virginamerica come back phl already need take u horrible cold pleasecomeback,2,0
southwestair dont conference number spoke courtney texas david finally fixed mine hour,0,0
americanair tweet call youre like bad boyfriend,0,0
awesome rt virginamerica watch nominated film foot meetthefleet oscar,2,2
americanair flight tomorrow slc dfw aa cancelled flighted help get,0,0
southwestair easiest airline deal loveeee much,2,0
americanair thanks said denied mile expired one week ago last drop plan avoid aa possible,0,0
jetblue flight charleston tomorrow ontime possibility delayscancelled flightlations,1,1
usairways need hire people,0,0
united didnt realize bag content wet got hotel sent suitshirts dry cleaned mtgs start tomorrow,0,0
united airline claim low fare guarantee wont honor lower fare found,0,0
jetblue cflanagian shes something,1,1
virginamerica cant access website safari iphone seems work mac ipad need iphone add passbook,0,1
americanair even went ticket counter got help,0,0
jetblue cough awkward,0,1
jetblue youre still best,2,2
united website wont allow post required document keep getting technical difficulty,0,0
jetblue sign trueblue twice happens everyone around,0,0
southwestair hold minute amp one know win ticket youre still handing destinationdragons,0,0
united omg bumped last flight get worse,0,0
americanair reason flight chicago boarding still dont seat assignment seriously,0,0
usairways instead fair treatment got nasty letter lady senior management illness forfeit mile like death,0,0
united know bad youre praying connecting flight delayed hour delay first flight justgetmehome,0,0
southwestair absolutely required flight going cancelled flighted,1,0
united thanks,2,2
southwestair get companion pas,1,1
usairways found tix security code working tried dozen time,0,0
americanair boom,1,1
usairways nice try doesnt apply philly,1,0
americanair worstcustservice contingency plan extra worker bad weather hour hold ridiculous,0,0
americanair flight changed u airway cant get two seat together help,1,0
americanair another generic response guy cmon youre terrible actual helpful person rude employee lax,0,0
americanair let hope stay waybig thanks groundoutside crew across u last month great fb post yesterday,2,2
jetblue thanks info figured case hopefully new hashtag change abcletjetbluestreamfeed,2,2
americanair customer service call refunded money,0,0
usairways discovered flight cancelled flightled yesterday pm americanairlnes finally notified u flight cancelled flighted,0,0
united except delayed flight anyway,0,0
southwestair lovedragonss lauren im screaming,2,1
usairways horrible travel day w airline flight birmingham cancelled flightled w notification couldnt get,0,0
united frequent user congrats u lost bag year problem today staff rude still bag,0,0
united cant tellpurchase website put u lufthansa flight first leg,0,0
southwestair im going start charging consistent body pat down starting feel like piece meat punishedforflying,0,0
usairways worry able read stephenrodrick entire book holding themagicalstranger,1,0
southwestair bag late flightchecked put different flight oakgtmsy trouble tracking help,1,0
united averaging minute wait time tonight ive gotten help tonight,0,0
usairways got rebooked sent wrong gate traveled back b correct flight tiredampfrustrated,0,0
united read full story submit case team pilot flight sleeping dia,0,0
sir rt jetblue fleet fleek,0,1
southwestair fortunemagazine well deserved,2,2
southwestair snow forecasted raleigh nc tomorrow night need know there plan reschedule flight rdu wednesday night,1,1
southwestair lga san diego,1,1
jetblue booked tomorrow higher st reservation pgfryz get standby list tonight would help,0,1
usairways use skyscanner travel agency called u said call travel agency,0,0
southwestair condescension must quality co reward tone reek,0,0
southwestair still posted downtown waiting yall way,1,0
virginamerica use next airline commercial lol,1,2
usairways worst trip ever wish pilot wouldve let plane pm st delay pm still sitting runway,0,0
jetblue good perspective safety concern expressed point arrived airport communicationiskey,0,1
southwestair sure flight cancelled flighted trying make plan stl,1,0
jetblue spent hour morning hold w customer support want confirmed flight taken care,0,0
usairways dm take offline would love info location lost bag help appreciated,0,0
jetblue sent plane anyone jetblue clue,0,1
usairways usair idiot took plane amp gave someone else fudgers flight philly orlando,0,0
southwestair wifi stay connected lifetime higgs boson,0,0
usairways nope done supposed get home pm didnt get home midnight neveragain,0,0
usairways possible dont call back service automated message telling u call back late flightr unhelpful,0,0
rt jetblue fleet fleek,1,1
usairways fuck,0,0
usairways americanair u airway since back forth gatwick charlotte lhr bit sad nostalgic way,1,0
southwestair thanks guy best,2,2
americanair need flight tonight isnt anything else,0,0
usairways happening reagan airport dca long line four people working checkin unhappy dca,0,0
americanair united deplaned ohare gate k dont send customer service rep discus situation god know,0,0
united problem follow back thank,2,2
jetblue thx pointer im good big monitor advice pick come western conf nba,1,2
jetblue travel bank credit go cant call right,0,0
americanair please tell dfw weather advisory rdu entire state nc shut ice amp snow,1,1
southwestair yes destinationdragons san diego,1,1
usairways trying book award travel leaving redeye sunday night midnight book date sunday monday,1,1
americanair didnt respond dm tweeted canned tweet youre telling everyone else,0,0
jetblue airway short interest january jblu sleekmoney,1,1
united sponsor oscar wonder half hour delayed oscar,0,0
virginamerica morning question regarding elevate point amp flight dm,1,1
united k problem getting fll iah sent dm making connection please let know,0,0
usairways get answer question holding hour x getting message said arent taking call,0,0
usairways cant control weather control system process people attitude anotherfail,0,0
uniteds firstclass cockup,0,0
usairways delay cancelled flightlations double layover hour late flightrcould least get extra dividend mile,0,0
united customer service hr delay coupon redeemed website higher price expedia call wait time min,0,0
southwestair rd cancelled flightlation day due weather nashville trip airport time communicated late flight sw,0,0
united ur hemisphere magazine im open u make flight pleasant,0,1
virginamerica loved cant wait monday return flight mostly watch inflight safety video sorrynotsorry,2,0
southwestair ive terrible service three airport hour glad dont care kind need home sellmypointssoon,0,0
united ridiculous refunded whenever get final destination,0,0
americanair requested call back cancelled flighted flight dfw shouldnt take long reroute youre customer service lack,0,0
southwestair frequent traveler ive never treated coldly amp airline offer nothing flight cancelled flightled nolove,0,0
americanair thanks submitted damaged bag complaint onlineis anything else goodcustomerservice,0,0
jetblue failed thats answer please dont justify otherwise,0,0
usairways pretty hilarious want sweetingr finish awful experience something make right,0,0
americanair thats quite impressive list fee,0,0
southwestair flying non stop cmhoak daydreaming trip bayespecially weather ohioprobz,2,0
jetblue ah yes put bag floor instead overhead bin one trip safetyfirst sarcasm,0,0
jetblue great thank,2,2
americanair well im flying jetblue instead free credit actually work,1,0
americanair delay know get dont credit anybody back supervisor cut speaking,0,0
usairways got able switch flight charge thank,2,2
americanair hahahaha crazy well here another night airport,0,0
jetblue perfect probably need coffee stay awake night,2,0
united ua sitting tarmac ord visibly gate open reassign gate,0,0
jetblue u suckwe sitting hr ur negligence,0,0
usairways delayed blue sky whyisusairalwaysdelayed,0,0
jetblue app reminded flying fll week chillycvz thankgoodness mypompanobeach family friend sunshine,2,0
americanair flight jacksonville fl dallas showing cancelled flightled going rebooked another flight,0,0
usairways trying week use,0,0
united woke notification flight moved hr early barely made flight hr layover sfo wanted hop earlier option,0,0
americanair westjet rep wont anything lost luggage never even checked westjet lost,0,0
usairways still effin waiting weather delay engine trouble lack crew shitting,0,0
united much info share via tweet please send name contact info happy supply image c rep name,0,1
usairways oh certainly two pending transaction bank account really happy charged double,0,0
usairways get hotel ur agent nothing help top sent luggage wrong flight,0,0
united uctraveladvisor would loved respond website saw really long form business new seat bad,0,0
jetblue opal dragon book dragon ali woven murdering way philippine australia,1,1
americanair ive hold hr call bk either family trying get hdn dfw flight direct need new info plz,0,0
americanair please confirm ciddfw departure beis cancelled flighted dont want make hour drive,1,0
americanair ignoring purpose sad enough automated system hang,0,0
usairways americanair suggestion hold hr flight pas departuredealing w ny weather need change,0,0
united flight gate change top really hoping compensate pointsmileage account,0,0
usairways announce delay pvd knew captain already delayed flight coming frustrating,0,0
jetblue thanks much condolence quick response much appreciated,2,2
jetblue weve delayed delayed palm beach need head westchester give info,0,0
southwestair surprise surprise delay seems norm broken equipment,0,0
americanair didnt want cancelled flight wanted take someone keep price held today,0,0
united trying locate passenger landed hr ago heathrowairport ua assist flight still custom please help,1,0
southwestair cancelled flight arrival amp departure nashville pm weather headline pm liveonfox februaryfreezefox,0,0
southwestair one heck airline,2,0
southwestair customer service rude bothered call idea going sighed heavily phone unbelievable,0,0
virginamerica helping step tinder game tindertips tinderchamp,1,1
united wifi broken plane outage friday southwest get right every plane united cant,0,0
united could access seat map said would note upgrade itinerary call back late flightr,0,0
southwestair travel agent darrel love field hosting paper airplane contest entertain child awesome see,2,2
united delayed due customer service huh,0,0
united please robin ewr premiere desk helping get earlier flight work huge thanks,2,2
usairways well worthless regular service bunch nothing idiot suck,0,0
jetblue dad vacation sxm got delayed day americanair shoddy service earliest fll gt sxm flight trying hep,0,0
united aircraft closest gate flight one closest gate going chicago,1,0
usairways hold hr flight cancelled flightled amp anthony beyond rude helpful americanair theyre weighing,0,0
americanair kid upset staff upset one accused stealing fruit mistreatment due airline policy austic child,0,0
jetblue ill tell say hey,1,0
jetblue w edits dear msbgu mba need better benefit work u meet,1,0
southwestair thank handling glad southwest care flyer think,2,2
united good thing holding flight peep late flight connecting flight well still make destination time,2,0
southwestair take money provide service make profitable venture company isitthegarykellyway,0,0
jetblue yes working hoping bag next flight deliver home,0,0
usairways fight delayed hr mco im stuck philly standby ticket flight solution needed,0,0
usairways flight get minute early goodwill gone bag arent minute late flightr,0,0
united tell u flight delayed tell u time min spare dont say delayed unless youre sure,0,0
united lack customer centricity u astounding,0,0
americanair dogbuckeye hold hour diff agent w different information frustrating kept getting txfd,0,0
usairways last time use airline promise,0,0
united kept watching safety video first time forever nice job,2,0
virginamerica site tripping im trying check im getting plain text version reluctant enter card info,0,0
usairways hold four hour never got connected came airport rep essentially told everyone else screw,0,0
virginamerica vx jfk la dirty plane standard,0,0
jetblue oh yeah great flight mexico wonderful crew thank,2,2
virginamerica thank goodness also see friday nwkgtsf boom,2,2
united get bangkok day spend husband mid deployment leave like get asap,1,0
united still valid flight seems strange delay late flight inbound crew hour plane already,0,0
southwestair yall develop ding chromefirefox browser extension would swell,1,0
southwestair trouble reflight booking problem cancelled flighted flight one picking phone site isnt working,0,0
americanair tried day disconnected due heavy call volume,0,0
united watched entire uncvsduke game tarmac cancelled flighting flight crew timed right hr flight,0,0
southwestair understand weather fault frequent flyer expected better customer service ill trying delta,0,0
southwestair bwisjd service seasonal wasnt part extension called intl desk didnt know want fly sept sat,0,0
united thank reply frustration spending upgrade put wait list,0,0
usairways future better harsh weather preparedness plan much staff called everything snowballed,0,0
usairways nburnside well really didnt like would airplane fiousairways,0,0
americanair best plane business aa today,0,0
jetblue discount volunteer firefighter,1,1
southwestair hold hour waiting speak someone cancelled flightled flight philly orl,0,0
southwestair please help really want fly guessweflyingdelta,2,0
united even international flight glasgow u orlando newark min,1,0
united hence ive asking customer service phone number speak real person get sorted,0,0
united took one window also fun get motion sick,0,0
americanair itinerary ewr dallas la cancelled flightled flight money find way get ewr,0,0
united yea saw im moving china bag pay whatever wanted make sure ok bring many,1,0
americanair ft tusdfw wcx lga tomorrow cancelled flighted hr far waiting call back need get nyc,0,0
united receipt upgraded return leg month late flightr still receipt,0,0
southwestair flight got cancelled flightled hr takeoff customer service hold minute,0,0
united cancelled flightled flight ua aircrft maintenance im delayed hour whats refund option,0,0
southwestair tough take zero meaningful assistance stranded day another matter looking sign care abt cust,0,0
virginamerica chat support working site,0,0
united dmd hr ago request response found like bag,0,0
united u kept passenger waiting night plane put service leaving everyone stranded night inexcusable,0,0
jetblue jfk boston flight went delay epicfail,0,0
jetblue would air new plane weve redirected mechanical error aka delay,0,0
usairways thank,2,2
united jedediahbila united voted every year one worst airline enjoy title give jedediah free pass,0,0
jetblue waiver ny weather today,1,0
southwestair whens next deal going happen poor college student trying fly orlando instead drive august lol,1,1
southwestair cancelled flightled flight rescheduled ewk gave pseudovoucher directed worst daysinn existence fail,0,0
united need retrain flight attendant saying room carry ons actually cool,0,0
united turkish airline rebooked u united flight second leg fra gt iad way check upgrade available,1,0
usairways need talk person bag waiting hold two hour bag sb delivered last night online say found,0,0
virginamerica sent couple message email provided avail try next year cheer,0,1
jetblue check tomorrow morning flight wen automatically add passbook,1,1
jetblue there many choice yall south border know every airline equal lowest price best value,2,2
usairways struggling hold minute kicked back start said couldnt handle amount call,0,0
virginamerica flight,1,1
jetblue u say safety highest priority doesnt extend property totally nut,0,0
americanair look rdu airport please think safety passenger cant get rdu safely,0,0
usairways thank,2,2
united obviously one know darn thing around get resolved,0,1
united crew notified passenger moved water fixed tarmac two hour,0,0
virginamerica add dtw im sold,1,1
americanair believe understand flight originally booked sunday flight cancelled flighted rescheduled today,0,0
usairways hr wait amp really bad exp phlairport luggage wont arrive w really go back la airport pick arrives,0,0
jetblue take jetblue travel go maimi next year guy dont go maimi dont guy go maimi,0,0
jetblue also food available even purchase quite shocking since hour international flight,0,0
united think problem resolution decided end especially youd like continue flying airline,0,0
usairways going anything help stranded traveler flight communication anyone u dumped,0,0
americanair oh seem reappeared lol,1,1
united gate change minute flight roanoke flight sou fall ohare painful,0,0
southwestair thanks quick reply travel lotbut much lol,2,2
united worst airline world,0,0
americanair frustratingit paid get refund,0,0
usairways believe seriousness whats acceptable time expense name wasnt fault,0,0
americanair thanks good back safely see soon,2,2
